"State Imports by NAICS Commodities"
"Current date: 03/15/2026 5:03 PM (Eastern Daylight Time)"
"Measures: Customs Value (Gen) ($US)"
"State","Commodity","Country","Time","Customs Value (Gen) ($US)",
"All States","All Commodities","Dominica","2025","2,209,717"
"All States","All Commodities","Dominica","2026 through January","199,210"
"All States","All Commodities","Dominican Republic","2020","5,159,349,573"
"All States","All Commodities","Dominican Republic","2021","6,309,005,427"
"All States","All Commodities","Dominican Republic","2022","6,894,304,495"
"All States","All Commodities","Dominican Republic","2023","7,045,506,198"
"All States","All Commodities","Dominican Republic","2024","7,501,518,436"
"All States","All Commodities","Dominican Republic","2025","7,558,386,644"
"All States","All Commodities","Dominican Republic","2026 through January","453,483,753"
"All States","All Commodities","Ecuador","2020","5,939,055,896"
"All States","All Commodities","Ecuador","2021","8,156,138,281"
"All States","All Commodities","Ecuador","2022","10,397,869,722"
"All States","All Commodities","Ecuador","2023","8,597,003,070"
"All States","All Commodities","Ecuador","2024","8,542,661,987"
"All States","All Commodities","Ecuador","2025","9,021,374,361"
"All States","All Commodities","Ecuador","2026 through January","739,962,403"
"All States","All Commodities","Egypt","2020","2,179,724,583"
"All States","All Commodities","Egypt","2021","3,309,097,214"
"All States","All Commodities","Egypt","2022","2,803,439,133"
"All States","All Commodities","Egypt","2023","2,386,717,995"
"All States","All Commodities","Egypt","2024","2,545,084,546"
"All States","All Commodities","Egypt","2025","2,851,760,406"
"All States","All Commodities","Egypt","2026 through January","241,058,906"
"All States","All Commodities","El Salvador","2020","1,921,530,537"
"All States","All Commodities","El Salvador","2021","2,514,378,301"
"All States","All Commodities","El Salvador","2022","2,895,797,317"
"All States","All Commodities","El Salvador","2023","2,450,893,491"
"All States","All Commodities","El Salvador","2024","2,310,594,296"
"All States","All Commodities","El Salvador","2025","2,280,204,196"
"All States","All Commodities","El Salvador","2026 through January","172,376,733"
"All States","All Commodities","Equatorial Guinea","2020","134,661,555"
"All States","All Commodities","Equatorial Guinea","2021","265,441,322"
"All States","All Commodities","Equatorial Guinea","2022","223,156,456"
"All States","All Commodities","Equatorial Guinea","2023","284,938,964"
"All States","All Commodities","Equatorial Guinea","2024","127,640,788"
"All States","All Commodities","Equatorial Guinea","2025","95,560,297"
"All States","All Commodities","Equatorial Guinea","2026 through January","7,753,285"
"All States","All Commodities","Eritrea","2020","255,600"
"All States","All Commodities","Eritrea","2021","460,822"
"All States","All Commodities","Eritrea","2022","346,382"
"All States","All Commodities","Eritrea","2023","416,231"
"All States","All Commodities","Eritrea","2024","852,918"
"All States","All Commodities","Eritrea","2025","171,297"
"All States","All Commodities","Eritrea","2026 through January","1,207"
"All States","All Commodities","Estonia","2020","1,071,986,885"
"All States","All Commodities","Estonia","2021","1,914,011,451"
"All States","All Commodities","Estonia","2022","1,371,992,737"
"All States","All Commodities","Estonia","2023","774,364,358"
"All States","All Commodities","Estonia","2024","1,065,177,975"
"All States","All Commodities","Estonia","2025","1,020,697,976"
"All States","All Commodities","Estonia","2026 through January","71,747,171"
"All States","All Commodities","Eswatini","2020","19,516,027"
"All States","All Commodities","Eswatini","2021","23,490,900"
"All States","All Commodities","Eswatini","2022","22,435,037"
"All States","All Commodities","Eswatini","2023","31,278,581"
"All States","All Commodities","Eswatini","2024","22,564,609"
"All States","All Commodities","Eswatini","2025","25,274,126"
"All States","All Commodities","Eswatini","2026 through January","1,028,812"
"All States","All Commodities","Ethiopia","2020","524,479,137"
"All States","All Commodities","Ethiopia","2021","601,016,820"
"All States","All Commodities","Ethiopia","2022","717,951,928"
"All States","All Commodities","Ethiopia","2023","490,317,977"
"All States","All Commodities","Ethiopia","2024","465,526,679"
"All States","All Commodities","Ethiopia","2025","1,024,779,073"
"All States","All Commodities","Ethiopia","2026 through January","104,881,436"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2020","11,404,187"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2021","12,223,071"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2022","31,357,752"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2023","26,924,667"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2024","22,756,661"
"All States","All Commodities","Falkland Islands (Islas Malvinas)","2025","20,873,822"
