State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,336 Transportation Equipment,Denmark,2026 through January,"18,153,617"
All States,336 Transportation Equipment,Djibouti,2020,"34,119,984"
All States,336 Transportation Equipment,Djibouti,2021,"25,774,103"
All States,336 Transportation Equipment,Djibouti,2022,"17,452,533"
All States,336 Transportation Equipment,Djibouti,2023,"19,626,046"
All States,336 Transportation Equipment,Djibouti,2024,"22,304,961"
All States,336 Transportation Equipment,Djibouti,2025,"47,608,901"
All States,336 Transportation Equipment,Djibouti,2026 through January,"4,223,623"
All States,336 Transportation Equipment,Dominica,2020,"1,045,565"
All States,336 Transportation Equipment,Dominica,2021,"1,680,468"
All States,336 Transportation Equipment,Dominica,2022,"1,461,588"
All States,336 Transportation Equipment,Dominica,2023,"2,234,294"
All States,336 Transportation Equipment,Dominica,2024,"1,626,876"
All States,336 Transportation Equipment,Dominica,2025,"2,314,764"
All States,336 Transportation Equipment,Dominica,2026 through January,"667,983"
All States,336 Transportation Equipment,Dominican Republic,2020,"304,471,472"
All States,336 Transportation Equipment,Dominican Republic,2021,"521,817,186"
All States,336 Transportation Equipment,Dominican Republic,2022,"708,277,763"
All States,336 Transportation Equipment,Dominican Republic,2023,"691,198,200"
All States,336 Transportation Equipment,Dominican Republic,2024,"569,455,947"
All States,336 Transportation Equipment,Dominican Republic,2025,"684,136,952"
All States,336 Transportation Equipment,Dominican Republic,2026 through January,"32,030,697"
All States,336 Transportation Equipment,Ecuador,2020,"109,966,531"
All States,336 Transportation Equipment,Ecuador,2021,"193,095,729"
All States,336 Transportation Equipment,Ecuador,2022,"198,716,790"
All States,336 Transportation Equipment,Ecuador,2023,"225,233,061"
All States,336 Transportation Equipment,Ecuador,2024,"178,828,865"
All States,336 Transportation Equipment,Ecuador,2025,"248,529,701"
All States,336 Transportation Equipment,Ecuador,2026 through January,"15,280,040"
All States,336 Transportation Equipment,Egypt,2020,"811,111,494"
All States,336 Transportation Equipment,Egypt,2021,"727,438,962"
All States,336 Transportation Equipment,Egypt,2022,"530,848,549"
All States,336 Transportation Equipment,Egypt,2023,"807,061,546"
All States,336 Transportation Equipment,Egypt,2024,"844,238,491"
All States,336 Transportation Equipment,Egypt,2025,"698,451,152"
All States,336 Transportation Equipment,Egypt,2026 through January,"19,128,262"
All States,336 Transportation Equipment,El Salvador,2020,"123,766,376"
All States,336 Transportation Equipment,El Salvador,2021,"215,109,692"
All States,336 Transportation Equipment,El Salvador,2022,"269,245,591"
All States,336 Transportation Equipment,El Salvador,2023,"226,907,239"
All States,336 Transportation Equipment,El Salvador,2024,"263,779,350"
All States,336 Transportation Equipment,El Salvador,2025,"262,465,723"
All States,336 Transportation Equipment,El Salvador,2026 through January,"20,933,046"
All States,336 Transportation Equipment,Equatorial Guinea,2020,"3,268,893"
All States,336 Transportation Equipment,Equatorial Guinea,2021,"5,371,250"
All States,336 Transportation Equipment,Equatorial Guinea,2022,"1,946,631"
All States,336 Transportation Equipment,Equatorial Guinea,2023,"2,653,720"
All States,336 Transportation Equipment,Equatorial Guinea,2024,"3,728,906"
All States,336 Transportation Equipment,Equatorial Guinea,2025,"4,353,285"
All States,336 Transportation Equipment,Equatorial Guinea,2026 through January,"263,619"
All States,336 Transportation Equipment,Eritrea,2020,"13,350"
All States,336 Transportation Equipment,Eritrea,2022,"18,500"
All States,336 Transportation Equipment,Eritrea,2023,"94,707"
All States,336 Transportation Equipment,Eritrea,2024,"8,171"
All States,336 Transportation Equipment,Estonia,2020,"36,318,075"
All States,336 Transportation Equipment,Estonia,2021,"42,174,108"
All States,336 Transportation Equipment,Estonia,2022,"54,815,390"
All States,336 Transportation Equipment,Estonia,2023,"33,366,258"
All States,336 Transportation Equipment,Estonia,2024,"54,413,930"
All States,336 Transportation Equipment,Estonia,2025,"59,572,945"
All States,336 Transportation Equipment,Estonia,2026 through January,"1,171,129"
All States,336 Transportation Equipment,Eswatini,2020,"654,692"
All States,336 Transportation Equipment,Eswatini,2021,"2,067,036"
All States,336 Transportation Equipment,Eswatini,2022,"2,134,079"
All States,336 Transportation Equipment,Eswatini,2023,"3,718,266"
All States,336 Transportation Equipment,Eswatini,2024,"1,542,947"
All States,336 Transportation Equipment,Eswatini,2025,"4,251,224"
All States,336 Transportation Equipment,Eswatini,2026 through January,"51,995"
All States,336 Transportation Equipment,Ethiopia,2020,"637,361,059"
All States,336 Transportation Equipment,Ethiopia,2021,"206,920,845"
All States,336 Transportation Equipment,Ethiopia,2022,"494,272,695"
All States,336 Transportation Equipment,Ethiopia,2023,"746,027,098"
All States,336 Transportation Equipment,Ethiopia,2024,"572,378,920"
All States,336 Transportation Equipment,Ethiopia,2025,"967,192,832"
All States,336 Transportation Equipment,Ethiopia,2026 through January,"28,484,727"
All States,336 Transportation Equipment,Falkland Islands (Islas Malvinas),2021,"10,017"
All States,336 Transportation Equipment,Falkland Islands (Islas Malvinas),2023,"111,475"
All States,336 Transportation Equipment,Falkland Islands (Islas Malvinas),2024,"500,000"
All States,336 Transportation Equipment,Falkland Islands (Islas Malvinas),2025,"94,895"
All States,336 Transportation Equipment,Faroe Islands,2020,"55,184"
All States,336 Transportation Equipment,Faroe Islands,2021,"18,509"
All States,336 Transportation Equipment,Faroe Islands,2022,"6,301"
All States,336 Transportation Equipment,Faroe Islands,2023,"182,097"
All States,336 Transportation Equipment,Faroe Islands,2024,"6,446"
All States,336 Transportation Equipment,Faroe Islands,2025,"72,914"
All States,336 Transportation Equipment,Faroe Islands,2026 through January,"6,350"
All States,336 Transportation Equipment,Fiji,2020,"3,607,095"
All States,336 Transportation Equipment,Fiji,2021,"127,323,554"
All States,336 Transportation Equipment,Fiji,2022,"12,045,176"
All States,336 Transportation Equipment,Fiji,2023,"12,042,022"
All States,336 Transportation Equipment,Fiji,2024,"27,064,930"
All States,336 Transportation Equipment,Fiji,2025,"45,170,290"
All States,336 Transportation Equipment,Fiji,2026 through January,"8,930,556"
All States,336 Transportation Equipment,Finland,2020,"208,403,686"
All States,336 Transportation Equipment,Finland,2021,"202,768,687"
All States,336 Transportation Equipment,Finland,2022,"177,855,348"
All States,336 Transportation Equipment,Finland,2023,"219,993,596"
All States,336 Transportation Equipment,Finland,2024,"163,863,809"
All States,336 Transportation Equipment,Finland,2025,"155,791,635"
All States,336 Transportation Equipment,Finland,2026 through January,"14,696,018"
All States,336 Transportation Equipment,France,2020,"7,909,467,597"
All States,336 Transportation Equipment,France,2021,"7,590,821,243"
All States,336 Transportation Equipment,France,2022,"9,234,462,811"
All States,336 Transportation Equipment,France,2023,"11,292,998,154"
All States,336 Transportation Equipment,France,2024,"11,754,423,660"
All States,336 Transportation Equipment,France,2025,"15,802,800,871"
All States,336 Transportation Equipment,France,2026 through January,"1,091,629,570"
All States,336 Transportation Equipment,French Guiana,2020,"9,095,731"
All States,336 Transportation Equipment,French Guiana,2021,"953,967"
All States,336 Transportation Equipment,French Guiana,2022,"3,654,145"
All States,336 Transportation Equipment,French Guiana,2023,"333,148"
All States,336 Transportation Equipment,French Guiana,2024,"998,933"
All States,336 Transportation Equipment,French Guiana,2025,"10,149,463"
All States,336 Transportation Equipment,French Guiana,2026 through January,"36,038"
All States,336 Transportation Equipment,French Polynesia,2020,"19,082,655"
All States,336 Transportation Equipment,French Polynesia,2021,"23,296,553"
All States,336 Transportation Equipment,French Polynesia,2022,"21,631,839"
All States,336 Transportation Equipment,French Polynesia,2023,"30,854,142"
All States,336 Transportation Equipment,French Polynesia,2024,"27,611,074"
All States,336 Transportation Equipment,French Polynesia,2025,"17,188,930"
All States,336 Transportation Equipment,French Polynesia,2026 through January,"1,051,585"
All States,336 Transportation Equipment,French Southern and Antarctic Lands,2020,"64,386"
All States,336 Transportation Equipment,French Southern and Antarctic Lands,2022,"20,201"
All States,336 Transportation Equipment,French Southern and Antarctic Lands,2024,"486,267"
All States,336 Transportation Equipment,French Southern and Antarctic Lands,2025,"372,291"
All States,336 Transportation Equipment,French Southern and Antarctic Lands,2026 through January,"10,092"
All States,336 Transportation Equipment,Gabon,2020,"16,343,688"
All States,336 Transportation Equipment,Gabon,2021,"13,965,654"
All States,336 Transportation Equipment,Gabon,2022,"7,150,741"
All States,336 Transportation Equipment,Gabon,2023,"49,404,931"
All States,336 Transportation Equipment,Gabon,2024,"40,501,296"
All States,336 Transportation Equipment,Gabon,2025,"33,829,664"
All States,336 Transportation Equipment,Gabon,2026 through January,"1,316,872"
All States,336 Transportation Equipment,Gambia,2020,"7,712,544"
All States,336 Transportation Equipment,Gambia,2021,"8,005,790"
All States,336 Transportation Equipment,Gambia,2022,"5,666,501"
All States,336 Transportation Equipment,Gambia,2023,"6,280,114"
All States,336 Transportation Equipment,Gambia,2024,"6,568,150"
All States,336 Transportation Equipment,Gambia,2025,"8,418,932"
All States,336 Transportation Equipment,Gambia,2026 through January,"557,938"
All States,336 Transportation Equipment,Gaza Strip Administered by Israel,2023,"30,686"
All States,336 Transportation Equipment,Gaza Strip Administered by Israel,2024,"5,943"
All States,336 Transportation Equipment,Georgia,2020,"57,049,207"
All States,336 Transportation Equipment,Georgia,2021,"100,866,768"
All States,336 Transportation Equipment,Georgia,2022,"122,191,247"
All States,336 Transportation Equipment,Georgia,2023,"177,012,608"
All States,336 Transportation Equipment,Georgia,2024,"417,900,824"
All States,336 Transportation Equipment,Georgia,2025,"461,476,462"
All States,336 Transportation Equipment,Georgia,2026 through January,"31,196,425"
All States,336 Transportation Equipment,Germany,2020,"15,854,715,416"
All States,336 Transportation Equipment,Germany,2021,"16,848,484,200"
All States,336 Transportation Equipment,Germany,2022,"17,246,633,617"
All States,336 Transportation Equipment,Germany,2023,"20,120,886,356"
All States,336 Transportation Equipment,Germany,2024,"19,122,300,945"
All States,336 Transportation Equipment,Germany,2025,"21,853,004,643"
All States,336 Transportation Equipment,Germany,2026 through January,"1,298,869,485"
All States,336 Transportation Equipment,Ghana,2020,"159,775,819"
All States,336 Transportation Equipment,Ghana,2021,"159,530,484"
All States,336 Transportation Equipment,Ghana,2022,"85,289,411"
All States,336 Transportation Equipment,Ghana,2023,"84,220,669"
All States,336 Transportation Equipment,Ghana,2024,"141,703,802"
All States,336 Transportation Equipment,Ghana,2025,"205,760,178"
All States,336 Transportation Equipment,Ghana,2026 through January,"13,235,285"
All States,336 Transportation Equipment,Gibraltar,2020,"5,267,698"
All States,336 Transportation Equipment,Gibraltar,2021,"11,736,761"
All States,336 Transportation Equipment,Gibraltar,2022,"13,930,989"
All States,336 Transportation Equipment,Gibraltar,2023,"3,271,656"
All States,336 Transportation Equipment,Gibraltar,2024,"721,110"
All States,336 Transportation Equipment,Gibraltar,2025,"36,787"
All States,336 Transportation Equipment,Greece,2020,"103,809,047"
All States,336 Transportation Equipment,Greece,2021,"111,260,093"
All States,336 Transportation Equipment,Greece,2022,"111,726,650"
All States,336 Transportation Equipment,Greece,2023,"203,816,990"
All States,336 Transportation Equipment,Greece,2024,"610,619,961"
All States,336 Transportation Equipment,Greece,2025,"156,496,952"
All States,336 Transportation Equipment,Greece,2026 through January,"5,725,456"
All States,336 Transportation Equipment,Greenland,2020,"829,640"
All States,336 Transportation Equipment,Greenland,2021,"1,504,420"
All States,336 Transportation Equipment,Greenland,2022,"1,972,134"
All States,336 Transportation Equipment,Greenland,2023,"2,837,662"
All States,336 Transportation Equipment,Greenland,2024,"41,261,812"
All States,336 Transportation Equipment,Greenland,2025,"1,380,018"
All States,336 Transportation Equipment,Grenada,2020,"4,310,944"
All States,336 Transportation Equipment,Grenada,2021,"2,527,474"
All States,336 Transportation Equipment,Grenada,2022,"2,963,159"
