State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,325 Chemicals,Armenia,2020,"1,835,227"
All States,325 Chemicals,Armenia,2021,"2,168,679"
All States,325 Chemicals,Armenia,2022,"13,961,192"
All States,325 Chemicals,Armenia,2023,"10,462,328"
All States,325 Chemicals,Armenia,2024,"18,602,901"
All States,325 Chemicals,Armenia,2025,"11,071,721"
All States,325 Chemicals,Armenia,2026 through January,"487,990"
All States,325 Chemicals,Aruba,2020,"23,844,404"
All States,325 Chemicals,Aruba,2021,"27,112,122"
All States,325 Chemicals,Aruba,2022,"32,679,781"
All States,325 Chemicals,Aruba,2023,"32,971,964"
All States,325 Chemicals,Aruba,2024,"32,269,189"
All States,325 Chemicals,Aruba,2025,"31,531,486"
All States,325 Chemicals,Aruba,2026 through January,"2,455,160"
All States,325 Chemicals,Australia,2020,"3,454,224,921"
All States,325 Chemicals,Australia,2021,"3,809,783,671"
All States,325 Chemicals,Australia,2022,"4,591,831,457"
All States,325 Chemicals,Australia,2023,"4,411,301,436"
All States,325 Chemicals,Australia,2024,"4,535,451,244"
All States,325 Chemicals,Australia,2025,"3,814,268,931"
All States,325 Chemicals,Australia,2026 through January,"366,876,967"
All States,325 Chemicals,Austria,2020,"1,291,825,781"
All States,325 Chemicals,Austria,2021,"1,923,535,701"
All States,325 Chemicals,Austria,2022,"2,404,618,586"
All States,325 Chemicals,Austria,2023,"2,982,326,671"
All States,325 Chemicals,Austria,2024,"2,113,649,151"
All States,325 Chemicals,Austria,2025,"2,900,970,798"
All States,325 Chemicals,Austria,2026 through January,"185,171,081"
All States,325 Chemicals,Azerbaijan,2020,"11,657,687"
All States,325 Chemicals,Azerbaijan,2021,"5,749,875"
All States,325 Chemicals,Azerbaijan,2022,"7,915,419"
All States,325 Chemicals,Azerbaijan,2023,"7,335,698"
All States,325 Chemicals,Azerbaijan,2024,"8,158,470"
All States,325 Chemicals,Azerbaijan,2025,"9,872,793"
All States,325 Chemicals,Azerbaijan,2026 through January,"996,672"
All States,325 Chemicals,Bahamas,2020,"108,777,795"
All States,325 Chemicals,Bahamas,2021,"143,911,230"
All States,325 Chemicals,Bahamas,2022,"260,051,552"
All States,325 Chemicals,Bahamas,2023,"146,781,773"
All States,325 Chemicals,Bahamas,2024,"166,007,703"
All States,325 Chemicals,Bahamas,2025,"139,569,571"
All States,325 Chemicals,Bahamas,2026 through January,"8,786,099"
All States,325 Chemicals,Bahrain,2020,"53,809,072"
All States,325 Chemicals,Bahrain,2021,"53,736,755"
All States,325 Chemicals,Bahrain,2022,"40,767,250"
All States,325 Chemicals,Bahrain,2023,"55,365,427"
All States,325 Chemicals,Bahrain,2024,"112,123,824"
All States,325 Chemicals,Bahrain,2025,"73,428,772"
All States,325 Chemicals,Bahrain,2026 through January,"2,609,679"
All States,325 Chemicals,Bangladesh,2020,"73,107,876"
All States,325 Chemicals,Bangladesh,2021,"331,874,262"
All States,325 Chemicals,Bangladesh,2022,"714,870,866"
All States,325 Chemicals,Bangladesh,2023,"206,855,871"
All States,325 Chemicals,Bangladesh,2024,"271,091,172"
All States,325 Chemicals,Bangladesh,2025,"93,738,855"
All States,325 Chemicals,Bangladesh,2026 through January,"6,323,165"
All States,325 Chemicals,Barbados,2020,"44,535,061"
All States,325 Chemicals,Barbados,2021,"56,487,256"
All States,325 Chemicals,Barbados,2022,"55,304,151"
All States,325 Chemicals,Barbados,2023,"58,761,647"
All States,325 Chemicals,Barbados,2024,"48,778,785"
All States,325 Chemicals,Barbados,2025,"49,815,212"
All States,325 Chemicals,Barbados,2026 through January,"3,436,585"
All States,325 Chemicals,Belarus,2020,"7,747,933"
All States,325 Chemicals,Belarus,2021,"13,259,797"
All States,325 Chemicals,Belarus,2022,"3,112,738"
All States,325 Chemicals,Belarus,2023,"8,951,096"
All States,325 Chemicals,Belarus,2024,"2,646,460"
All States,325 Chemicals,Belarus,2025,"8,359,557"
All States,325 Chemicals,Belgium,2020,"9,982,192,127"
All States,325 Chemicals,Belgium,2021,"14,456,369,536"
All States,325 Chemicals,Belgium,2022,"13,726,190,328"
All States,325 Chemicals,Belgium,2023,"16,767,813,349"
All States,325 Chemicals,Belgium,2024,"13,574,473,897"
All States,325 Chemicals,Belgium,2025,"15,819,504,281"
All States,325 Chemicals,Belgium,2026 through January,"1,374,818,616"
All States,325 Chemicals,Belize,2020,"61,573,336"
All States,325 Chemicals,Belize,2021,"40,266,769"
All States,325 Chemicals,Belize,2022,"46,489,854"
All States,325 Chemicals,Belize,2023,"56,225,098"
All States,325 Chemicals,Belize,2024,"52,863,065"
All States,325 Chemicals,Belize,2025,"51,021,083"
All States,325 Chemicals,Belize,2026 through January,"4,620,532"
All States,325 Chemicals,Benin,2020,"8,128,802"
All States,325 Chemicals,Benin,2021,"14,944,436"
All States,325 Chemicals,Benin,2022,"17,911,502"
All States,325 Chemicals,Benin,2023,"2,464,666"
All States,325 Chemicals,Benin,2024,"3,277,871"
All States,325 Chemicals,Benin,2025,"3,582,666"
All States,325 Chemicals,Benin,2026 through January,"101,216"
All States,325 Chemicals,Bermuda,2020,"29,425,971"
All States,325 Chemicals,Bermuda,2021,"31,561,605"
All States,325 Chemicals,Bermuda,2022,"31,721,027"
All States,325 Chemicals,Bermuda,2023,"32,419,490"
All States,325 Chemicals,Bermuda,2024,"35,274,859"
All States,325 Chemicals,Bermuda,2025,"29,764,038"
All States,325 Chemicals,Bermuda,2026 through January,"1,627,285"
All States,325 Chemicals,Bhutan,2020,"144,606"
All States,325 Chemicals,Bhutan,2021,"1,241,195"
All States,325 Chemicals,Bhutan,2022,"1,865,811"
All States,325 Chemicals,Bhutan,2023,"440,087"
All States,325 Chemicals,Bhutan,2024,"91,597"
All States,325 Chemicals,Bhutan,2025,"65,250"
All States,325 Chemicals,Bhutan,2026 through January,"4,775"
All States,325 Chemicals,Bolivia,2020,"62,074,099"
All States,325 Chemicals,Bolivia,2021,"84,257,460"
All States,325 Chemicals,Bolivia,2022,"80,815,840"
All States,325 Chemicals,Bolivia,2023,"74,879,684"
All States,325 Chemicals,Bolivia,2024,"46,028,980"
All States,325 Chemicals,Bolivia,2025,"59,423,295"
All States,325 Chemicals,Bolivia,2026 through January,"3,850,658"
All States,325 Chemicals,Bosnia and Herzegovina,2020,"1,163,786"
All States,325 Chemicals,Bosnia and Herzegovina,2021,"2,619,135"
All States,325 Chemicals,Bosnia and Herzegovina,2022,"2,888,296"
All States,325 Chemicals,Bosnia and Herzegovina,2023,"3,983,239"
All States,325 Chemicals,Bosnia and Herzegovina,2024,"25,679,426"
All States,325 Chemicals,Bosnia and Herzegovina,2025,"10,082,796"
All States,325 Chemicals,Bosnia and Herzegovina,2026 through January,"226,393"
All States,325 Chemicals,Botswana,2020,"797,542"
All States,325 Chemicals,Botswana,2021,"4,115,710"
All States,325 Chemicals,Botswana,2022,"1,093,151"
All States,325 Chemicals,Botswana,2023,"8,046,071"
All States,325 Chemicals,Botswana,2024,"421,521"
All States,325 Chemicals,Botswana,2025,"897,671"
All States,325 Chemicals,Botswana,2026 through January,"37,114"
All States,325 Chemicals,Brazil,2020,"8,268,161,699"
All States,325 Chemicals,Brazil,2021,"12,010,762,677"
All States,325 Chemicals,Brazil,2022,"13,336,045,257"
All States,325 Chemicals,Brazil,2023,"10,340,428,669"
All States,325 Chemicals,Brazil,2024,"11,819,852,142"
All States,325 Chemicals,Brazil,2025,"12,276,738,224"
All States,325 Chemicals,Brazil,2026 through January,"974,923,474"
All States,325 Chemicals,British Indian Ocean Territories,2020,"1,033,421"
All States,325 Chemicals,British Indian Ocean Territories,2021,"586,530"
All States,325 Chemicals,British Indian Ocean Territories,2022,"190,501"
All States,325 Chemicals,British Indian Ocean Territories,2023,"213,131"
All States,325 Chemicals,British Indian Ocean Territories,2024,"625,815"
All States,325 Chemicals,British Indian Ocean Territories,2025,"461,946"
All States,325 Chemicals,British Indian Ocean Territories,2026 through January,"327,125"
All States,325 Chemicals,British Virgin Islands,2020,"9,124,861"
All States,325 Chemicals,British Virgin Islands,2021,"9,982,808"
All States,325 Chemicals,British Virgin Islands,2022,"11,637,732"
All States,325 Chemicals,British Virgin Islands,2023,"11,931,097"
All States,325 Chemicals,British Virgin Islands,2024,"12,091,998"
All States,325 Chemicals,British Virgin Islands,2025,"11,166,194"
All States,325 Chemicals,British Virgin Islands,2026 through January,"847,467"
All States,325 Chemicals,Brunei,2020,"4,995,555"
All States,325 Chemicals,Brunei,2021,"5,647,386"
All States,325 Chemicals,Brunei,2022,"17,502,346"
All States,325 Chemicals,Brunei,2023,"4,572,085"
All States,325 Chemicals,Brunei,2024,"14,263,915"
All States,325 Chemicals,Brunei,2025,"3,325,881"
All States,325 Chemicals,Brunei,2026 through January,"140,782"
All States,325 Chemicals,Bulgaria,2020,"16,740,824"
All States,325 Chemicals,Bulgaria,2021,"21,345,883"
All States,325 Chemicals,Bulgaria,2022,"34,211,096"
All States,325 Chemicals,Bulgaria,2023,"42,558,122"
All States,325 Chemicals,Bulgaria,2024,"41,061,944"
All States,325 Chemicals,Bulgaria,2025,"90,221,716"
All States,325 Chemicals,Bulgaria,2026 through January,"2,298,031"
All States,325 Chemicals,Burkina Faso,2020,"7,010,858"
All States,325 Chemicals,Burkina Faso,2021,"9,073,259"
All States,325 Chemicals,Burkina Faso,2022,"12,521,192"
All States,325 Chemicals,Burkina Faso,2023,"2,407,227"
All States,325 Chemicals,Burkina Faso,2024,"2,020,898"
All States,325 Chemicals,Burkina Faso,2025,"4,510,296"
All States,325 Chemicals,Burkina Faso,2026 through January,"1,055,538"
All States,325 Chemicals,Burma,2020,"54,132,744"
All States,325 Chemicals,Burma,2021,"19,917,052"
All States,325 Chemicals,Burma,2022,"15,108,173"
All States,325 Chemicals,Burma,2023,"19,313,399"
All States,325 Chemicals,Burma,2024,"9,944,284"
All States,325 Chemicals,Burma,2025,"19,267,224"
All States,325 Chemicals,Burma,2026 through January,"2,147,746"
All States,325 Chemicals,Burundi,2020,"393,175"
All States,325 Chemicals,Burundi,2021,"142,308"
All States,325 Chemicals,Burundi,2022,"115,471"
All States,325 Chemicals,Burundi,2023,"50,704"
All States,325 Chemicals,Burundi,2024,"816,361"
All States,325 Chemicals,Burundi,2025,"428,714"
All States,325 Chemicals,Burundi,2026 through January,"3,943"
All States,325 Chemicals,Cabo Verde,2020,"551,719"
All States,325 Chemicals,Cabo Verde,2021,"1,886,946"
All States,325 Chemicals,Cabo Verde,2022,"2,353,001"
All States,325 Chemicals,Cabo Verde,2023,"701,078"
All States,325 Chemicals,Cabo Verde,2024,"353,386"
All States,325 Chemicals,Cabo Verde,2025,"1,094,656"
All States,325 Chemicals,Cambodia,2020,"8,646,785"
All States,325 Chemicals,Cambodia,2021,"31,145,459"
All States,325 Chemicals,Cambodia,2022,"24,009,703"
All States,325 Chemicals,Cambodia,2023,"23,487,741"
All States,325 Chemicals,Cambodia,2024,"14,520,612"
All States,325 Chemicals,Cambodia,2025,"30,316,417"
All States,325 Chemicals,Cambodia,2026 through January,"3,239,533"
All States,325 Chemicals,Cameroon,2020,"20,621,457"
All States,325 Chemicals,Cameroon,2021,"18,266,686"
All States,325 Chemicals,Cameroon,2022,"23,162,325"
All States,325 Chemicals,Cameroon,2023,"19,466,344"
All States,325 Chemicals,Cameroon,2024,"24,661,521"
All States,325 Chemicals,Cameroon,2025,"27,587,164"
All States,325 Chemicals,Cameroon,2026 through January,"816,023"
All States,325 Chemicals,Canada,2020,"28,286,363,379"
All States,325 Chemicals,Canada,2021,"38,001,675,437"
All States,325 Chemicals,Canada,2022,"41,605,923,272"
All States,325 Chemicals,Canada,2023,"37,465,065,247"
All States,325 Chemicals,Canada,2024,"38,022,765,195"
All States,325 Chemicals,Canada,2025,"36,737,420,735"
All States,325 Chemicals,Canada,2026 through January,"2,803,131,731"
All States,325 Chemicals,Cayman Islands,2020,"38,428,015"
All States,325 Chemicals,Cayman Islands,2021,"49,461,022"
All States,325 Chemicals,Cayman Islands,2022,"63,941,463"
All States,325 Chemicals,Cayman Islands,2023,"55,745,564"
All States,325 Chemicals,Cayman Islands,2024,"50,405,149"
All States,325 Chemicals,Cayman Islands,2025,"61,767,967"
All States,325 Chemicals,Cayman Islands,2026 through January,"4,257,819"
All States,325 Chemicals,Central African Republic,2020,"907,185"
All States,325 Chemicals,Central African Republic,2021,"4,349,925"
All States,325 Chemicals,Central African Republic,2022,"2,167,688"
All States,325 Chemicals,Central African Republic,2023,"547,013"
All States,325 Chemicals,Central African Republic,2024,"752,448"
All States,325 Chemicals,Central African Republic,2025,"1,644,950"
All States,325 Chemicals,Chad,2020,"13,791,824"
All States,325 Chemicals,Chad,2021,"5,727,140"
All States,325 Chemicals,Chad,2022,"7,956,382"
All States,325 Chemicals,Chad,2023,"5,723,090"
All States,325 Chemicals,Chad,2024,"9,023,705"
All States,325 Chemicals,Chad,2025,"12,482,599"
All States,325 Chemicals,Chad,2026 through January,"20,185"
All States,325 Chemicals,Chile,2020,"1,635,191,789"
All States,325 Chemicals,Chile,2021,"2,367,311,123"
All States,325 Chemicals,Chile,2022,"2,463,255,213"
All States,325 Chemicals,Chile,2023,"2,116,698,860"
All States,325 Chemicals,Chile,2024,"2,108,026,010"
All States,325 Chemicals,Chile,2025,"1,901,973,747"
All States,325 Chemicals,Chile,2026 through January,"155,181,265"
All States,325 Chemicals,China,2020,"17,306,801,311"
All States,325 Chemicals,China,2021,"21,013,344,388"
All States,325 Chemicals,China,2022,"25,565,842,550"
All States,325 Chemicals,China,2023,"26,095,503,205"
All States,325 Chemicals,China,2024,"25,643,277,875"
All States,325 Chemicals,China,2025,"21,821,919,315"
All States,325 Chemicals,China,2026 through January,"1,454,115,979"
All States,325 Chemicals,Christmas Island,2020,"23,781"
All States,325 Chemicals,Christmas Island,2021,"8,497"
All States,325 Chemicals,Christmas Island,2022,"36,115"
All States,325 Chemicals,Christmas Island,2023,"64,969"
All States,325 Chemicals,Christmas Island,2024,"520,162"
All States,325 Chemicals,Christmas Island,2025,"3,347"
All States,325 Chemicals,Christmas Island,2026 through January,"49,552"
All States,325 Chemicals,Cocos (Keeling) Islands,2020,"28,053"
All States,325 Chemicals,Cocos (Keeling) Islands,2022,"39,190"
All States,325 Chemicals,Cocos (Keeling) Islands,2023,"109,213"
All States,325 Chemicals,Cocos (Keeling) Islands,2024,"12,183"
All States,325 Chemicals,Colombia,2020,"2,669,239,656"
All States,325 Chemicals,Colombia,2021,"4,206,647,825"
All States,325 Chemicals,Colombia,2022,"4,186,639,202"
All States,325 Chemicals,Colombia,2023,"3,519,850,559"
All States,325 Chemicals,Colombia,2024,"3,765,262,254"
All States,325 Chemicals,Colombia,2025,"3,637,648,740"
All States,325 Chemicals,Colombia,2026 through January,"278,730,966"
All States,325 Chemicals,Comoros,2020,"13,264"
All States,325 Chemicals,Comoros,2021,"196,000"
All States,325 Chemicals,Comoros,2022,"1,773,834"
All States,325 Chemicals,Comoros,2023,"120,205"
All States,325 Chemicals,Comoros,2025,"129,663"
All States,325 Chemicals,Congo,2020,"4,469,339"
All States,325 Chemicals,Congo,2021,"9,090,191"
All States,325 Chemicals,Congo,2022,"23,646,272"
All States,325 Chemicals,Congo,2023,"11,431,088"
All States,325 Chemicals,Congo,2024,"19,021,431"
All States,325 Chemicals,Congo,2025,"21,226,261"
All States,325 Chemicals,Congo,2026 through January,"808,529"
All States,325 Chemicals,Cook Islands,2021,"39,064"
All States,325 Chemicals,Cook Islands,2022,"60,630"
All States,325 Chemicals,Cook Islands,2023,"18,389"
All States,325 Chemicals,Cook Islands,2024,"33,273"
All States,325 Chemicals,Cook Islands,2025,"12,373"
All States,325 Chemicals,Costa Rica,2020,"562,317,130"
All States,325 Chemicals,Costa Rica,2021,"837,831,161"
All States,325 Chemicals,Costa Rica,2022,"812,860,437"
All States,325 Chemicals,Costa Rica,2023,"727,997,071"
All States,325 Chemicals,Costa Rica,2024,"705,870,811"
All States,325 Chemicals,Costa Rica,2025,"795,973,020"
All States,325 Chemicals,Costa Rica,2026 through January,"64,777,554"
All States,325 Chemicals,Cote d'Ivoire,2020,"86,176,899"
All States,325 Chemicals,Cote d'Ivoire,2021,"124,586,391"
All States,325 Chemicals,Cote d'Ivoire,2022,"149,980,086"
All States,325 Chemicals,Cote d'Ivoire,2023,"243,708,883"
All States,325 Chemicals,Cote d'Ivoire,2024,"220,633,831"
All States,325 Chemicals,Cote d'Ivoire,2025,"173,023,290"
All States,325 Chemicals,Cote d'Ivoire,2026 through January,"15,279,504"
All States,325 Chemicals,Croatia,2020,"33,720,598"
All States,325 Chemicals,Croatia,2021,"43,587,632"
All States,325 Chemicals,Croatia,2022,"47,454,480"
All States,325 Chemicals,Croatia,2023,"52,144,775"
All States,325 Chemicals,Croatia,2024,"51,043,037"
All States,325 Chemicals,Croatia,2025,"48,752,087"
All States,325 Chemicals,Croatia,2026 through January,"2,479,275"
All States,325 Chemicals,Cuba,2020,"4,825,391"
All States,325 Chemicals,Cuba,2021,"8,283,184"
All States,325 Chemicals,Cuba,2022,"16,172,519"
All States,325 Chemicals,Cuba,2023,"8,265,606"
All States,325 Chemicals,Cuba,2024,"3,113,502"
All States,325 Chemicals,Cuba,2025,"4,518,303"
All States,325 Chemicals,Cuba,2026 through January,"528,007"
All States,325 Chemicals,Curacao,2020,"26,960,550"
All States,325 Chemicals,Curacao,2021,"24,415,696"
All States,325 Chemicals,Curacao,2022,"24,856,414"
All States,325 Chemicals,Curacao,2023,"23,777,978"
All States,325 Chemicals,Curacao,2024,"25,899,912"
All States,325 Chemicals,Curacao,2025,"27,115,326"
All States,325 Chemicals,Curacao,2026 through January,"1,764,750"
All States,325 Chemicals,Cyprus,2020,"5,756,474"
All States,325 Chemicals,Cyprus,2021,"5,850,514"
All States,325 Chemicals,Cyprus,2022,"7,992,006"
All States,325 Chemicals,Cyprus,2023,"11,138,401"
All States,325 Chemicals,Cyprus,2024,"16,611,401"
All States,325 Chemicals,Cyprus,2025,"31,033,669"
All States,325 Chemicals,Cyprus,2026 through January,"673,589"
All States,325 Chemicals,Czech Republic,2020,"173,970,770"
All States,325 Chemicals,Czech Republic,2021,"185,495,136"
All States,325 Chemicals,Czech Republic,2022,"207,631,019"
All States,325 Chemicals,Czech Republic,2023,"272,798,910"
All States,325 Chemicals,Czech Republic,2024,"329,290,713"
All States,325 Chemicals,Czech Republic,2025,"410,696,814"
All States,325 Chemicals,Czech Republic,2026 through January,"26,043,960"
All States,325 Chemicals,Democratic Republic of Congo,2020,"9,083,813"
All States,325 Chemicals,Democratic Republic of Congo,2021,"36,957,466"
All States,325 Chemicals,Democratic Republic of Congo,2022,"18,299,132"
All States,325 Chemicals,Democratic Republic of Congo,2023,"7,568,198"
All States,325 Chemicals,Democratic Republic of Congo,2024,"9,397,268"
All States,325 Chemicals,Democratic Republic of Congo,2025,"13,085,294"
All States,325 Chemicals,Democratic Republic of Congo,2026 through January,"1,710,366"
All States,325 Chemicals,Denmark,2020,"603,553,606"
All States,325 Chemicals,Denmark,2021,"738,338,279"
All States,325 Chemicals,Denmark,2022,"605,111,458"
All States,325 Chemicals,Denmark,2023,"848,892,701"
All States,325 Chemicals,Denmark,2024,"1,224,717,952"
All States,325 Chemicals,Denmark,2025,"1,119,448,239"
All States,325 Chemicals,Denmark,2026 through January,"37,236,616"
All States,325 Chemicals,Djibouti,2020,"4,906,191"
All States,325 Chemicals,Djibouti,2021,"1,953,627"
All States,325 Chemicals,Djibouti,2022,"3,854,054"
All States,325 Chemicals,Djibouti,2023,"1,428,359"
All States,325 Chemicals,Djibouti,2024,"2,961,879"
All States,325 Chemicals,Djibouti,2025,"4,986,042"
All States,325 Chemicals,Djibouti,2026 through January,"48,909"
All States,325 Chemicals,Dominica,2020,"8,280,110"
All States,325 Chemicals,Dominica,2021,"10,670,542"
All States,325 Chemicals,Dominica,2022,"5,179,510"
All States,325 Chemicals,Dominica,2023,"5,866,626"
All States,325 Chemicals,Dominica,2024,"4,522,538"
All States,325 Chemicals,Dominica,2025,"5,339,679"
All States,325 Chemicals,Dominica,2026 through January,"444,952"
All States,325 Chemicals,Dominican Republic,2020,"553,125,343"
All States,325 Chemicals,Dominican Republic,2021,"905,863,634"
All States,325 Chemicals,Dominican Republic,2022,"959,091,443"
All States,325 Chemicals,Dominican Republic,2023,"805,210,440"
All States,325 Chemicals,Dominican Republic,2024,"852,366,437"
All States,325 Chemicals,Dominican Republic,2025,"884,203,894"
All States,325 Chemicals,Dominican Republic,2026 through January,"66,156,278"
All States,325 Chemicals,Ecuador,2020,"473,462,863"
All States,325 Chemicals,Ecuador,2021,"738,765,953"
All States,325 Chemicals,Ecuador,2022,"680,568,197"
All States,325 Chemicals,Ecuador,2023,"571,802,134"
All States,325 Chemicals,Ecuador,2024,"663,065,376"
All States,325 Chemicals,Ecuador,2025,"708,934,513"
All States,325 Chemicals,Ecuador,2026 through January,"58,598,350"
All States,325 Chemicals,Egypt,2020,"558,334,349"
All States,325 Chemicals,Egypt,2021,"917,302,739"
All States,325 Chemicals,Egypt,2022,"830,158,131"
All States,325 Chemicals,Egypt,2023,"901,971,427"
All States,325 Chemicals,Egypt,2024,"1,094,236,338"
All States,325 Chemicals,Egypt,2025,"1,151,991,273"
All States,325 Chemicals,Egypt,2026 through January,"71,111,981"
All States,325 Chemicals,El Salvador,2020,"241,456,773"
All States,325 Chemicals,El Salvador,2021,"425,770,940"
All States,325 Chemicals,El Salvador,2022,"354,433,931"
All States,325 Chemicals,El Salvador,2023,"286,776,339"
All States,325 Chemicals,El Salvador,2024,"287,750,425"
All States,325 Chemicals,El Salvador,2025,"281,045,451"
All States,325 Chemicals,El Salvador,2026 through January,"21,532,736"
All States,325 Chemicals,Equatorial Guinea,2020,"7,118,390"
All States,325 Chemicals,Equatorial Guinea,2021,"4,571,771"
All States,325 Chemicals,Equatorial Guinea,2022,"6,252,296"
All States,325 Chemicals,Equatorial Guinea,2023,"5,907,056"
All States,325 Chemicals,Equatorial Guinea,2024,"6,693,778"
All States,325 Chemicals,Equatorial Guinea,2025,"4,793,886"
All States,325 Chemicals,Equatorial Guinea,2026 through January,"401,105"
All States,325 Chemicals,Eritrea,2020,"835,949"
All States,325 Chemicals,Eritrea,2021,"143,490"
All States,325 Chemicals,Eritrea,2022,"14,124"
All States,325 Chemicals,Eritrea,2023,"15,694"
All States,325 Chemicals,Eritrea,2024,"7,151"
All States,325 Chemicals,Eritrea,2025,"193,192"
All States,325 Chemicals,Estonia,2020,"10,124,453"
All States,325 Chemicals,Estonia,2021,"24,344,535"
All States,325 Chemicals,Estonia,2022,"22,074,417"
All States,325 Chemicals,Estonia,2023,"21,511,169"
All States,325 Chemicals,Estonia,2024,"16,262,650"
All States,325 Chemicals,Estonia,2025,"12,296,631"
All States,325 Chemicals,Estonia,2026 through January,"1,383,969"
All States,325 Chemicals,Eswatini,2020,"6,184,433"
All States,325 Chemicals,Eswatini,2021,"8,864,259"
All States,325 Chemicals,Eswatini,2022,"8,646,071"
All States,325 Chemicals,Eswatini,2023,"9,957,101"
All States,325 Chemicals,Eswatini,2024,"12,938,509"
All States,325 Chemicals,Eswatini,2025,"12,517,658"
All States,325 Chemicals,Eswatini,2026 through January,"86,799"
All States,325 Chemicals,Ethiopia,2020,"15,125,910"
All States,325 Chemicals,Ethiopia,2021,"35,362,629"
All States,325 Chemicals,Ethiopia,2022,"41,503,999"
All States,325 Chemicals,Ethiopia,2023,"6,252,064"
All States,325 Chemicals,Ethiopia,2024,"10,940,479"
All States,325 Chemicals,Ethiopia,2025,"5,716,202"
All States,325 Chemicals,Ethiopia,2026 through January,"1,274,383"
All States,325 Chemicals,Falkland Islands (Islas Malvinas),2022,"11,942"
All States,325 Chemicals,Falkland Islands (Islas Malvinas),2024,"9,178"
All States,325 Chemicals,Faroe Islands,2020,"915,552"
All States,325 Chemicals,Faroe Islands,2021,"1,317,041"
All States,325 Chemicals,Faroe Islands,2022,"285,295"
All States,325 Chemicals,Faroe Islands,2023,"19,035"
All States,325 Chemicals,Faroe Islands,2024,"57,804"
All States,325 Chemicals,Faroe Islands,2025,"95,939"
All States,325 Chemicals,Faroe Islands,2026 through January,"2,550"
All States,325 Chemicals,Fiji,2020,"5,293,893"
All States,325 Chemicals,Fiji,2021,"6,928,118"
All States,325 Chemicals,Fiji,2022,"6,448,732"
All States,325 Chemicals,Fiji,2023,"3,925,333"
All States,325 Chemicals,Fiji,2024,"4,631,983"
All States,325 Chemicals,Fiji,2025,"3,392,612"
All States,325 Chemicals,Fiji,2026 through January,"297,575"
All States,325 Chemicals,Finland,2020,"254,649,851"
All States,325 Chemicals,Finland,2021,"220,016,124"
All States,325 Chemicals,Finland,2022,"275,452,662"
All States,325 Chemicals,Finland,2023,"407,852,937"
All States,325 Chemicals,Finland,2024,"413,875,602"
All States,325 Chemicals,Finland,2025,"431,630,626"
All States,325 Chemicals,Finland,2026 through January,"38,099,730"
All States,325 Chemicals,France,2020,"4,275,287,632"
All States,325 Chemicals,France,2021,"4,493,803,671"
All States,325 Chemicals,France,2022,"5,107,635,068"
All States,325 Chemicals,France,2023,"5,041,981,725"
All States,325 Chemicals,France,2024,"5,036,125,422"
All States,325 Chemicals,France,2025,"5,593,639,637"
All States,325 Chemicals,France,2026 through January,"339,547,658"
All States,325 Chemicals,French Guiana,2020,"2,722,891"
All States,325 Chemicals,French Guiana,2021,"6,970,127"
All States,325 Chemicals,French Guiana,2022,"2,354,412"
All States,325 Chemicals,French Guiana,2023,"3,255,011"
All States,325 Chemicals,French Guiana,2024,"4,136,912"
All States,325 Chemicals,French Guiana,2025,"4,511,976"
All States,325 Chemicals,French Guiana,2026 through January,"254,082"
All States,325 Chemicals,French Polynesia,2020,"1,743,483"
All States,325 Chemicals,French Polynesia,2021,"2,340,556"
All States,325 Chemicals,French Polynesia,2022,"2,312,392"
All States,325 Chemicals,French Polynesia,2023,"1,910,259"
All States,325 Chemicals,French Polynesia,2024,"3,022,726"
All States,325 Chemicals,French Polynesia,2025,"3,314,617"
All States,325 Chemicals,French Polynesia,2026 through January,"224,326"
All States,325 Chemicals,French Southern and Antarctic Lands,2021,"327,531"
All States,325 Chemicals,French Southern and Antarctic Lands,2022,"16,446"
All States,325 Chemicals,French Southern and Antarctic Lands,2024,"9,083"
All States,325 Chemicals,French Southern and Antarctic Lands,2025,"27,900"
All States,325 Chemicals,Gabon,2020,"5,081,675"
All States,325 Chemicals,Gabon,2021,"7,532,602"
All States,325 Chemicals,Gabon,2022,"8,895,150"
All States,325 Chemicals,Gabon,2023,"9,579,612"
All States,325 Chemicals,Gabon,2024,"5,231,083"
All States,325 Chemicals,Gabon,2025,"5,808,848"
All States,325 Chemicals,Gabon,2026 through January,"286,722"
All States,325 Chemicals,Gambia,2020,"1,337,422"
All States,325 Chemicals,Gambia,2021,"1,517,687"
All States,325 Chemicals,Gambia,2022,"2,054,645"
All States,325 Chemicals,Gambia,2023,"1,299,446"
All States,325 Chemicals,Gambia,2024,"2,127,503"
All States,325 Chemicals,Gambia,2025,"3,237,483"
All States,325 Chemicals,Gambia,2026 through January,"92,668"
All States,325 Chemicals,Gaza Strip Administered by Israel,2021,"21,535"
All States,325 Chemicals,Gaza Strip Administered by Israel,2022,"4,926"
All States,325 Chemicals,Gaza Strip Administered by Israel,2023,"12,191"
All States,325 Chemicals,Gaza Strip Administered by Israel,2024,"59,637"
All States,325 Chemicals,Gaza Strip Administered by Israel,2025,"2,636"
All States,325 Chemicals,Georgia,2020,"19,210,464"
All States,325 Chemicals,Georgia,2021,"53,317,415"
All States,325 Chemicals,Georgia,2022,"26,076,614"
